label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
B,0.0,0.0,0.0,0.04627266526222229,-0.03483402729034424,-0.02209865301847458,0.08216634392738342,-0.11045783758163452,-0.03015162982046604,0.08037424087524414,-0.18910223245620728,-0.0365738682448864,0.04958721995353699,-0.22770142555236816,-0.04270121455192566,0.07012376189231873,-0.23556452989578247,-0.013714471831917763,0.08262059092521667,-0.329159677028656,-0.027585044503211975,0.08390161395072937,-0.3894796669483185,-0.04070920869708061,0.08338722586631775,-0.4444917142391205,-0.05086059868335724,0.040098607540130615,-0.2560047507286072,-0.014944042079150677,0.05218419432640076,-0.3679889440536499,-0.026540163904428482,0.05768615007400513,-0.44048991799354553,-0.03844495862722397,0.06077033281326294,-0.501784086227417,-0.04735651612281799,0.011388510465621948,-0.2521238923072815,-0.01912214420735836,0.020223915576934814,-0.3569486141204834,-0.030964963138103485,0.02722373604774475,-0.4205164611339569,-0.04010433703660965,0.03203132748603821,-0.474954754114151,-0.04647276550531387,-0.01883876323699951,-0.22885966300964355,-0.025851070880889893,-0.012724608182907104,-0.3050759434700012,-0.03645272180438042,-0.005874812602996826,-0.3537560701370239,-0.040693752467632294,0.0005045533180236816,-0.398332417011261,-0.04360092058777809
B,0.0,0.0,0.0,0.04624071717262268,-0.03742939233779907,-0.021301763132214546,0.08035758137702942,-0.11464953422546387,-0.02862551249563694,0.07576286792755127,-0.1922122836112976,-0.03439469262957573,0.044319868087768555,-0.22875839471817017,-0.03998471423983574,0.06943154335021973,-0.23631346225738525,-0.012414420954883099,0.08088517189025879,-0.3291679322719574,-0.02558770403265953,0.08170917630195618,-0.3899121880531311,-0.03843705356121063,0.08104363083839417,-0.4456201195716858,-0.04857613146305084,0.039601147174835205,-0.25701069831848145,-0.013959849253296852,0.050357967615127563,-0.36853131651878357,-0.02488638088107109,0.05527985095977783,-0.44075489044189453,-0.03660683333873749,0.058435916900634766,-0.5021756887435913,-0.045551251620054245,0.010981649160385132,-0.2531272768974304,-0.01843138225376606,0.019133657217025757,-0.3578583598136902,-0.029804736375808716,0.026162028312683105,-0.4242190718650818,-0.039438869804143906,0.031286418437957764,-0.48134878277778625,-0.0463540256023407,-0.01909831166267395,-0.23015636205673218,-0.02537645772099495,-0.013878077268600464,-0.30729156732559204,-0.0357528030872345,-0.0069904625415802,-0.35674744844436646,-0.0401386022567749,-0.0003656148910522461,-0.4014101028442383,-0.043303314596414566
B,0.0,0.0,0.0,0.04575791954994202,-0.03587287664413452,-0.023941142484545708,0.08144393563270569,-0.11444789171218872,-0.032381217926740646,0.07708907127380371,-0.1943609118461609,-0.03880428150296211,0.043133288621902466,-0.22836250066757202,-0.044859763234853745,0.07053118944168091,-0.2371770739555359,-0.013794733211398125,0.08191418647766113,-0.32877564430236816,-0.02736172452569008,0.08293896913528442,-0.3884815573692322,-0.04070037230849266,0.08310967683792114,-0.44322752952575684,-0.05136633291840553,0.04021793603897095,-0.25849413871765137,-0.01447327621281147,0.05050176382064819,-0.3684963881969452,-0.025797415524721146,0.05567193031311035,-0.4403248429298401,-0.03799426555633545,0.05955341458320618,-0.501839280128479,-0.04741506651043892,0.011378318071365356,-0.25391972064971924,-0.01836867816746235,0.02007460594177246,-0.3578834533691406,-0.030687963590025902,0.027325928211212158,-0.42293405532836914,-0.04086999222636223,0.03279539942741394,-0.4789719879627228,-0.048111140727996826,-0.01885223388671875,-0.22970998287200928,-0.024977460503578186,-0.013251304626464844,-0.30561310052871704,-0.03645549342036247,-0.006461739540100098,-0.35494157671928406,-0.041600193828344345,-1.77919864654541e-05,-0.4000391960144043,-0.04531947895884514
B,0.0,0.0,0.0,0.04533711075782776,-0.035993218421936035,-0.02253074198961258,0.078606516122818,-0.11526620388031006,-0.030608542263507843,0.0739036500453949,-0.1947764754295349,-0.0369759202003479,0.04144582152366638,-0.2297666072845459,-0.04315071180462837,0.0690024197101593,-0.23918437957763672,-0.013502920977771282,0.08007752895355225,-0.33083391189575195,-0.02684386447072029,0.081169992685318,-0.39047300815582275,-0.03996513783931732,0.080983966588974,-0.4456315040588379,-0.05051608011126518,0.039063960313797,-0.25951600074768066,-0.01485125720500946,0.05035325884819031,-0.36916235089302063,-0.02613084763288498,0.05582815408706665,-0.4411802291870117,-0.0382087305188179,0.059373557567596436,-0.5028276443481445,-0.047609321773052216,0.010244488716125488,-0.25428158044815063,-0.019286563619971275,0.01911640167236328,-0.35771381855010986,-0.03149741515517235,0.02640444040298462,-0.42295289039611816,-0.0418068990111351,0.031633585691452026,-0.4787043035030365,-0.049202144145965576,-0.02021193504333496,-0.22994399070739746,-0.026281459257006645,-0.013917326927185059,-0.3063998222351074,-0.037482891231775284,-0.0064019858837127686,-0.3563741147518158,-0.04269620403647423,0.0008165538311004639,-0.40162181854248047,-0.04661961644887924
B,0.0,0.0,0.0,0.04481476545333862,-0.03466510772705078,-0.02339903824031353,0.07930916547775269,-0.1142081618309021,-0.031430646777153015,0.07438501715660095,-0.19502270221710205,-0.03753819316625595,0.04113346338272095,-0.22962480783462524,-0.04338590055704117,0.07020312547683716,-0.23832935094833374,-0.013260851614177227,0.08086904883384705,-0.3294685184955597,-0.026241447776556015,0.0815851092338562,-0.38907456398010254,-0.03929772228002548,0.08113354444503784,-0.4444124400615692,-0.04987166449427605,0.04010322690010071,-0.2589964270591736,-0.014063378795981407,0.05056357383728027,-0.36863332986831665,-0.024917449802160263,0.05550795793533325,-0.44033557176589966,-0.03699849918484688,0.058804064989089966,-0.5025651454925537,-0.04644414037466049,0.011337220668792725,-0.25406414270401,-0.018018314614892006,0.01975947618484497,-0.35647499561309814,-0.02981412783265114,0.026793301105499268,-0.4219968616962433,-0.040041692554950714,0.031834423542022705,-0.4789314568042755,-0.04745705798268318,-0.019145697355270386,-0.23018008470535278,-0.02464892901480198,-0.013795316219329834,-0.3062807321548462,-0.0356481708586216,-0.006832391023635864,-0.35582250356674194,-0.040727049112319946,9.5367431640625e-07,-0.40131306648254395,-0.04455692693591118
B,0.0,0.0,0.0,-0.027880936861038208,-0.09210205078125,0.011313337832689285,-0.032311707735061646,-0.17762142419815063,0.012428213842213154,-0.012198984622955322,-0.23663491010665894,0.011019358411431313,0.01212918758392334,-0.2592551112174988,0.008164927363395691,0.0022216737270355225,-0.22536802291870117,-0.004269681870937347,0.02908077836036682,-0.33557799458503723,-0.010367738083004951,0.04442813992500305,-0.3927002549171448,-0.011810780502855778,0.057100385427474976,-0.4342905282974243,-0.011843140237033367,0.03334107995033264,-0.2125002145767212,-0.014456827193498611,0.059262365102767944,-0.33541759848594666,-0.019983826205134392,0.07510679960250854,-0.4031548500061035,-0.022111186757683754,0.08837881684303284,-0.4502498507499695,-0.022473186254501343,0.06076627969741821,-0.18651992082595825,-0.023006945848464966,0.08386895060539246,-0.30486470460891724,-0.02787812612950802,0.09819090366363525,-0.3702632188796997,-0.029725104570388794,0.10913610458374023,-0.41871175169944763,-0.03020203858613968,0.08325865864753723,-0.1486840844154358,-0.030104851350188255,0.10103145241737366,-0.24136203527450562,-0.033050987869501114,0.10999083518981934,-0.29247862100601196,-0.030805891379714012,0.11819308996200562,-0.3347108066082001,-0.027774065732955933
B,0.0,0.0,0.0,-0.02826082706451416,-0.09000450372695923,0.012966071255505085,-0.03277343511581421,-0.1763402819633484,0.015123714692890644,-0.013464391231536865,-0.2364712953567505,0.01436981838196516,0.009744852781295776,-0.26155030727386475,0.01232900284230709,0.003841012716293335,-0.22949719429016113,-0.000655048293992877,0.03075668215751648,-0.33584094047546387,-0.005930813495069742,0.046040087938308716,-0.391360342502594,-0.007142278831452131,0.058555155992507935,-0.4302772879600525,-0.0070356992073357105,0.03432783484458923,-0.21819764375686646,-0.011598359793424606,0.06091618537902832,-0.34020012617111206,-0.016399363055825233,0.07696768641471863,-0.40709489583969116,-0.017900418490171432,0.09009429812431335,-0.4524300694465637,-0.01768309623003006,0.061047524213790894,-0.19277673959732056,-0.020983818918466568,0.08462449908256531,-0.30989134311676025,-0.02512763813138008,0.0991915762424469,-0.37390822172164917,-0.02609032765030861,0.11001145839691162,-0.4203101396560669,-0.025845851749181747,0.08321627974510193,-0.15379464626312256,-0.02893638238310814,0.10179004073143005,-0.24687206745147705,-0.030972817912697792,0.11022144556045532,-0.29770731925964355,-0.02787935920059681,0.11703860759735107,-0.3386421799659729,-0.02418351173400879
B,0.0,0.0,0.0,0.05267477035522461,-0.031685829162597656,-0.019477402791380882,0.09262499213218689,-0.11080384254455566,-0.023580286651849747,0.09707257151603699,-0.19245177507400513,-0.026540551334619522,0.06874090433120728,-0.22746890783309937,-0.029251931235194206,0.0756559669971466,-0.2359011173248291,-0.0047697643749415874,0.09119376540184021,-0.3242584466934204,-0.015939107164740562,0.09578076004981995,-0.38337963819503784,-0.028141619637608528,0.09848591685295105,-0.4367316961288452,-0.037996917963027954,0.04777827858924866,-0.25783324241638184,-0.006189296953380108,0.06306517124176025,-0.3645106852054596,-0.01601666584610939,0.07196807861328125,-0.4358364939689636,-0.027677256613969803,0.07833617925643921,-0.49656593799591064,-0.03639807179570198,0.02030763030052185,-0.2565407156944275,-0.010864542797207832,0.032558709383010864,-0.35734498500823975,-0.02196221798658371,0.042436063289642334,-0.42198023200035095,-0.03182736784219742,0.04999864101409912,-0.4780205190181732,-0.038588594645261765,-0.009375929832458496,-0.23639404773712158,-0.017933495342731476,0.0009090006351470947,-0.3110577464103699,-0.02806234359741211,0.010513216257095337,-0.35842472314834595,-0.03267766907811165,0.019322693347930908,-0.40229833126068115,-0.035933807492256165
B,0.0,0.0,0.0,0.051869481801986694,-0.028300762176513672,-0.021023984998464584,0.0930008590221405,-0.10358554124832153,-0.02654874511063099,0.10181638598442078,-0.1855459213256836,-0.030748656019568443,0.07426208257675171,-0.22613990306854248,-0.03447365388274193,0.07896846532821655,-0.23194825649261475,-0.00620918907225132,0.0949663519859314,-0.3225712776184082,-0.01791434921324253,0.09950229525566101,-0.38133758306503296,-0.030399784445762634,0.10226258635520935,-0.4342074394226074,-0.040215443819761276,0.051235586404800415,-0.2549924850463867,-0.0070050619542598724,0.0679958164691925,-0.3619530498981476,-0.016932638362050056,0.07728877663612366,-0.43333643674850464,-0.028488673269748688,0.08375012874603271,-0.4935568869113922,-0.037095967680215836,0.023437291383743286,-0.25525963306427,-0.011226381175220013,0.037134796380996704,-0.35544121265411377,-0.02197328209877014,0.04720142483711243,-0.4195151925086975,-0.03141031786799431,0.054651230573654175,-0.4744071066379547,-0.03788336366415024,-0.006966441869735718,-0.23749268054962158,-0.018043166026473045,0.004222571849822998,-0.311493843793869,-0.02767559327185154,0.013491392135620117,-0.3584388494491577,-0.03197750821709633,0.02179807424545288,-0.4015800654888153,-0.03497150167822838
B,0.0,0.0,0.0,0.053569018840789795,-0.029869794845581055,-0.01806853711605072,0.09382259845733643,-0.10739248991012573,-0.02197173424065113,0.1007927656173706,-0.18608438968658447,-0.025172526016831398,0.07345503568649292,-0.22062790393829346,-0.028360852971673012,0.07817304134368896,-0.23259079456329346,-0.004206972196698189,0.09365427494049072,-0.32119232416152954,-0.015733933076262474,0.09806635975837708,-0.38008323311805725,-0.028218451887369156,0.10056954622268677,-0.43263810873031616,-0.03824971616268158,0.050343841314315796,-0.2543713450431824,-0.006662186235189438,0.0661253035068512,-0.36057817935943604,-0.016966894268989563,0.07522198557853699,-0.43200182914733887,-0.02912065014243126,0.08170813322067261,-0.4930310845375061,-0.03828484192490578,0.02264225482940674,-0.2530762553215027,-0.012297495268285275,0.03533095121383667,-0.3531406819820404,-0.023725515231490135,0.04541561007499695,-0.4181305170059204,-0.03401570022106171,0.05332639813423157,-0.47548970580101013,-0.04119838401675224,-0.007418513298034668,-0.23329788446426392,-0.020203443244099617,0.003147810697555542,-0.3090657889842987,-0.030597129836678505,0.012754291296005249,-0.3570523262023926,-0.03555874153971672,0.02192026376724243,-0.4022844135761261,-0.03924142196774483
B,0.0,0.0,0.0,0.052280962467193604,-0.028470277786254883,-0.02042728289961815,0.09202513098716736,-0.10364437103271484,-0.025718294084072113,0.10034886002540588,-0.1835688352584839,-0.029774904251098633,0.07345223426818848,-0.22118860483169556,-0.03364943340420723,0.07763898372650146,-0.2298259139060974,-0.006089408881962299,0.09332767128944397,-0.31906837224960327,-0.0179517213255167,0.09774395823478699,-0.3766593933105469,-0.03087589703500271,0.10094588994979858,-0.42843422293663025,-0.04122262820601463,0.050047367811203,-0.2529160976409912,-0.007396442350000143,0.06573215126991272,-0.35929781198501587,-0.018031267449259758,0.07447728514671326,-0.43059366941452026,-0.030707139521837234,0.08121234178543091,-0.4912658929824829,-0.04035478085279465,0.02228093147277832,-0.25250566005706787,-0.012060310691595078,0.035699933767318726,-0.3535735309123993,-0.0240789745002985,0.04559400677680969,-0.4190772771835327,-0.03508651629090309,0.053357481956481934,-0.4759303033351898,-0.0427933894097805,-0.007907181978225708,-0.23338472843170166,-0.019122209399938583,0.003019273281097412,-0.3095181882381439,-0.030246255919337273,0.011328935623168945,-0.3565347194671631,-0.03567154332995415,0.018535226583480835,-0.39994221925735474,-0.03962790220975876
A,0.0,0.0,0.0,0.04860338568687439,-0.03602033853530884,-0.009862720035016537,0.08826231956481934,-0.10568436980247498,-0.01315153669565916,0.1083630919456482,-0.17324191331863403,-0.01791718415915966,0.09404107928276062,-0.22436505556106567,-0.019912876188755035,0.059771060943603516,-0.19736391305923462,-0.0013248240575194359,0.07780703902244568,-0.2603250741958618,-0.020505061373114586,0.07885774970054626,-0.19151091575622559,-0.028239499777555466,0.06869518756866455,-0.15740904211997986,-0.02958015166223049,0.03412270545959473,-0.1986059844493866,-0.004975532181560993,0.05507785081863403,-0.25531184673309326,-0.02651006542146206,0.05532976984977722,-0.17164447903633118,-0.030675919726490974,0.04268166422843933,-0.1398352086544037,-0.027765583246946335,0.0050366222858428955,-0.19199210405349731,-0.011561082676053047,0.02729460597038269,-0.23439276218414307,-0.03597685322165489,0.029391825199127197,-0.15497109293937683,-0.029423711821436882,0.017878949642181396,-0.12671718001365662,-0.017920052632689476,-0.028552889823913574,-0.1796444058418274,-0.018464138731360435,-0.0039792656898498535,-0.21918299794197083,-0.03279835730791092,0.003324836492538452,-0.1655091941356659,-0.023406149819493294,-0.005384206771850586,-0.13838958740234375,-0.012147792614996433
